|Atendimentos_valor_medio|Estabelecimentos_Atend_1000|Estabelecimentos_Privados_1000|Profissionais_Privados_1000|Estabelecimentos_Publicos_1000|Renda média (R$)|Profissionais_Publicos_Prop|Estabelecimentos_Psi_Prop|Estabelecimentos_Publicos|Município|Psi_valor_medio|Estabelecimentos_Atend_Prop|Assalariados|Profissionais_Privados|Estabelecimentos_Total|Estabelecimentos_Psi_1000|Profissionais_Total_1000|Profissionais_Publicos_1000|Atendimentos_valor_medio_1000|Profissionais_Total|Estabelecimentos_Privados|Estabelecimentos_Privados_Prop|60+ anos_1000|Profissionais_Publicos|Contribuição para o PIB estadual %|0 a 14 anos|Assalariados_1000|Masculino|Psi_valor_medio_1000|Psi_qtd_media_1000|Masculino_1000|Profissionais_Privados_Prop|Renda média em Salários mínimos|15 a 29 anos|Estabelecimentos_Publicos_Prop|Estabelecimentos_Psi|Feminino_1000|Cidades|60+ anos|0 a 14 anos_1000|PIB (mil R$)|Estabelecimentos_Atend|Pop_Total|15 a 29 anos_1000|Psi_qtd_media|PIB (mil R$)_1000|data_ref|Feminino|30 a 59 anos|Atendimentos_qtd_media_1000|Estabelecimentos_Total_1000|30 a 59 anos_1000|Atendimentos_qtd_media|Code
7131|1082609.63|2.263268291990019|1.9602365541503513|0.12784151440110986|0.3409107050696263|1413.62|0.578125|0.4604966139954853|72.0|350320 Araraquara|2561.12|0.5395033860045146|63743.0|27.0|486.0|1.9318273287278822|0.3030317378396678|0.17519022343855795|5126.016837200933|64.0|414.0|0.8518518518518519|0.13420044602483913|37.0|0.4|41285|301.81487601740537|102065|12.126572568998906|3.29745879478596|0.483264598790714|0.421875|3.1|54008|0.14814814814814814|408.0|0.5167354012092861|Araraquara|28343|0.19547914526110446|4474404.993|478.0|211199|0.25572090776944967|696.42|21185.730012926197|2009|109134|87563|457.25121804554|2.3011472592199773|0.41459950094460674|96571.0|350320
7132|426112.98|2.244109213315048|2.019698291983543|0.04986909362922329|0.24518971034368117|1421.26|0.76|0.47058823529411764|29.5|350330 Araras|4238.3|0.5294117647058824|32642.0|6.0|272.5|1.9947637451689315|0.20778789012176369|0.1579187964925404|3541.6446827078917|25.0|243.0|0.8917431192660551|0.11981049744420895|19.0|0.26|25263|271.3044923741844|59526|35.22669658812284|7.245563728545901|0.49475127789552426|0.24|3.1|31647|0.10825688073394496|240.0|0.5052487221044758|Araras|14415|0.20997381872584467|2952437.383|270.0|120315|0.26303453434733826|871.75|24539.22938120766|2009|60789|48990|776.8870880605077|2.264888002327224|0.40718114948260814|93471.17|350330
7141|632420.04|2.218246499410536|1.9338559225630314|0.1344391817824567|0.32058574117355065|1159.91|0.6941176470588235|0.47555012224938875|31.0|350400 Assis|8571.44|0.5244498777506112|19350.0|13.0|218.0|2.0114169889759874|0.4395127096734162|0.3050735278909595|6540.15636310989|42.5|187.0|0.8577981651376146|0.13611450081697657|29.5|0.13|19731|200.10755134542595|47116|88.64133694595546|8.270595048501521|0.4872489606817101|0.3058823529411765|2.5|24270|0.14220183486238533|194.5|0.5127510393182899|Assis|13162|0.20404765351920412|1426707.33|214.5|96698|0.25098761091232497|799.75|14754.258929864112|2009|49582|39535|3053.468013816211|2.254441663736582|0.40885023475149435|295264.25|350400
7142|299313.32|1.7238689547581905|1.548361934477379|0.3003120124804992|0.187207488299532|1352.77|0.18947368421052632|0.48783314020857477|24.0|350410 Atibaia|548.3|0.5121668597914253|30437.0|38.5|222.5|1.641965678627145|0.37051482059282376|0.0702028081123245|2334.7372854914197|47.5|198.5|0.8921348314606742|0.12172386895475819|9.0|0.27|29344|237.41809672386896|63113|4.276911076443057|0.8580343213728548|0.4923010920436817|0.8105263157894737|2.9|32470|0.10786516853932585|210.5|0.5076989079563182|Atibaia|15605|0.22889235569422778|3031903.315|221.0|128200|0.2532761310452418|110.0|23649.791848673947|2009|65087|50781|360.02862714508575|1.7355694227769112|0.3961076443057722|46155.67|350410
7146|420842.5|1.5889956124748013|1.3399739120123326|0.03557452863749556|0.2727380528874659|972.39|0.8571428571428571|0.4875717017208413|23.0|350450 Avaré|1454.73|0.5124282982791587|17924.0|3.0|136.0|1.5119174670935611|0.24902170046246888|0.21344717182497333|4990.4245227084075|21.0|113.0|0.8308823529411765|0.12228151310328471|18.0|0.1|19026|212.54595043282342|41894|17.250444681607966|6.24332977588047|0.4967864342464129|0.14285714285714285|2.1|21821|0.16911764705882354|127.5|0.5032135657535871|Avaré|10312|0.2256136606189968|1137053.168|134.0|84330|0.2587572631329302|526.5|13483.376829123681|2009|42436|33171|939.9175856753232|1.6127119648997985|0.39334756314478836|79263.25|350450
7157|7612678.61|1.4468353764402588|1.2451552936637378|0.026306097753459254|0.2499079286578629|1174.08|0.8928571428571429|0.4778481012658228|28.5|350550 Barretos|88541.06|0.5221518987341772|25928.0|3.0|170.5|1.3240735869241156|0.24552357903228636|0.21921748127882712|66753.2892267761|28.0|142.0|0.8328445747800587|0.13250381438417425|25.0|0.2|23867|227.35483418389714|55215|776.3899265183003|56.751723049402855|0.4841637291524175|0.10714285714285714|2.5|29328|0.16715542521994134|151.0|0.5158362708475824|Barretos|15111|0.20928254502727064|2254319.11|165.0|114042|0.2571684116378177|6472.08|19767.446291717086|2009|58827|45736|1594.3066589502116|1.495063222321601|0.40104522895073746|181817.92|350550
7159|787432.32|0.607912723449001|0.5052247634069401|0.024645110410094637|0.10884923764458465|2243.25|0.84|0.3995943204868154|26.5|350570 Barueri|11306.51|0.6004056795131846|221373.0|6.0|149.5|0.4045905625657203|0.15403194006309148|0.12938682965299686|3234.392744479495|37.5|123.0|0.822742474916388|0.06742491456361724|31.5|2.53|62897|909.2936711356467|118662|46.44169788380652|11.011928233438486|0.48740634858044163|0.16|4.9|68956|0.17725752508361203|98.5|0.5125936514195584|Barueri|16415|0.2583505849106204|28462239.259|148.0|243456|0.2832380389064143|2680.92|116909.17150943086|2009|124794|95188|1498.7437976472133|0.6140740010515247|0.3909864616193481|364878.17|350570
7161|227008.38|2.9564641038163675|2.677387846228982|0.13953812879369287|0.3052396567362032|1244.99|0.5428571428571428|0.4917541229385307|17.5|350590 Batatais|21231.16|0.5082458770614693|13202.0|8.0|171.0|2.860531640270704|0.3052396567362032|0.1657015279425103|3959.540570710947|17.5|153.5|0.8976608187134503|0.13284029861159563|9.5|0.08|12332|230.27279704179168|28225|370.31954231493756|28.662003767529477|0.4923079606502477|0.45714285714285713|2.7|14616|0.1023391812865497|164.0|0.5076920393497523|Batatais|7616|0.21509802553547758|918826.11|169.5|57332|0.2549361613060769|1643.25|16026.409509523479|2009|29107|22768|1146.5790483499616|2.9826275029651854|0.3971255145468499|65735.67|350590
7162|1833650.92|1.3743532245101096|1.161264118940904|0.09724871932017425|0.23311090072335885|1395.06|0.7453183520599251|0.46521981079577074|81.5|350600 Bauru|84128.34|0.5347801892042293|95383.0|34.0|487.5|1.1955871963480245|0.3818442361542136|0.28459551683403933|5244.711872066449|133.5|406.0|0.8328205128205128|0.1253993633069141|99.5|0.6|74702|272.81984102694645|169704|240.6286271627114|17.65707813362546|0.4853969606914956|0.2546816479400749|3.0|89405|0.1671794871794872|418.0|0.5146030393085044|Bauru|43842|0.2136668773722252|6805311.94|480.5|349619|0.2557212279652994|6173.25|19464.937374685014|2009|179915|141670|518.2706031422777|1.394375019664263|0.40521253135556135|181197.25|350600
7163|435612.59|1.8737800910865323|1.5744957709824332|0.08458035133376708|0.3253090435914119|1116.87|0.7111111111111111|0.4297029702970297|25.0|350610 Bebedouro|39661.86|0.5702970297029702|20538.0|6.5|146.0|1.4118412491867274|0.2927781392322707|0.20819778789850357|5668.348601171113|22.5|121.0|0.8287671232876712|0.13338972023422252|16.0|0.11|16498|267.24788549121666|37496|516.0944697462589|35.22550422901757|0.48791151594014315|0.28888888888888886|2.4|19377|0.17123287671232876|108.5|0.5120884840598569|Bebedouro|10251|0.2146779440468445|1268716.679|144.0|76850|0.25214053350683147|2707.08|16509.00037735849|2009|39354|30724|1188.883148991542|1.899804814573845|0.3997918022121015|91365.67|350610
7168|151878.84|0.8638405441286122|0.6865259061232655|0.06365140851473985|0.18640769636459528|880.26|0.5172413793103449|0.4602272727272727|20.5|350650 Birigui|448.66|0.5397727272727273|34283.0|7.0|96.0|0.7365377270991326|0.13184934620910396|0.06819793769436412|1381.043155654973|14.5|75.5|0.7864583333333334|0.12020113845090658|7.5|0.13|22698|311.73731973011803|53786|4.079691563460455|1.0100569225453289|0.4890792369105425|0.4827586206896552|1.9|27456|0.21354166666666666|81.0|0.5109207630894576|Birigui|13219|0.2063942386382236|1501118.862|95.0|109974|0.24965901031152818|111.08|13649.76141633477|2009|56188|46601|999.4718751704949|0.8729336024878608|0.4237456125993417|109915.92|350650
7180|1657428.76|3.208169360232699|2.967070571948545|0.27609699948669286|0.2722083093530775|1684.55|0.5534591194968553|0.49324324324324326|35.0|350750 Botucatu|2219.39|0.5067567567567568|34133.0|35.5|416.5|3.1226181772931603|0.6183017312448474|0.3422047317581546|12890.45373236479|79.5|381.5|0.9159663865546218|0.12866897914106612|44.0|0.23|28474|265.4653206613884|62479|17.261039991289334|4.425951562475697|0.4859229417163123|0.44654088050314467|3.7|32720|0.08403361344537816|401.5|0.5140770582836878|Botucatu|16544|0.2214531257291294|2642622.089|412.5|128578|0.2544758823437913|569.08|20552.676888736798|2009|66099|50840|868.064521146697|3.2392788813016224|0.39540201278601317|111614.0|350750
7181|1115867.41|1.4203299483823084|1.1538072264768393|0.08096892817381329|0.2935123646300732|1305.4|0.6470588235294118|0.4217032967032967|43.5|350760 Bragança Paulista|944.76|0.5782967032967034|34812.0|12.0|214.5|1.0357275395566952|0.22941196315913767|0.14844303498532438|7529.215680982422|34.0|171.0|0.7972027972027972|0.12192571100840052|22.0|0.24|32454|234.89086063223237|72919|6.374683715124321|2.045005229243278|0.49201443945885764|0.35294117647058826|2.8|38048|0.20279720279720279|153.5|0.5079855605411423|Bragança Paulista|18070|0.21898046624607806|2758542.975|210.5|148205|0.2567254815964374|303.08|18613.022333929355|2009|75286|59633|859.0887621875105|1.4473195911069126|0.40236834114908404|127321.25|350760
7191|170738.39|2.4017213305419864|2.1574784833682252|0.24424284717376135|0.2558734589439405|1757.48|0.19230769230769232|0.4926289926289926|22.0|350850 Caçapava|958.46|0.5073710073710074|17198.0|21.0|207.5|2.3319376599209116|0.3023959060246569|0.058153058850895556|1985.7919283554318|26.0|185.5|0.8939759036144578|0.10930448941614329|5.0|0.23|19943|200.02326122354037|42641|11.14747615724587|3.374854617352873|0.4959409164922075|0.8076923076923077|3.8|22320|0.10602409638554217|200.5|0.5040590835077925|Caçapava|9398|0.231949290532682|2620483.562|206.5|85980|0.2595952547103978|290.17|30477.826959758084|2009|43339|34319|811.4203303093742|2.4133519423121657|0.39915096534077693|69765.92|350850
7196|153621.86|0.43605485111021863|0.252452808537495|0.08032589362556658|0.20655229789431406|1453.46|0.5625|0.42424242424242425|18.0|350900 Caieiras|2616.62|0.5757575757575758|16273.0|7.0|40.0|0.3213035745022663|0.18360204257272364|0.10327614894715703|1762.8304549888117|16.0|22.0|0.55|0.07568994205060531|9.0|0.12|22127|186.73475242412073|42699|30.026048539790004|11.157610878421023|0.48997647598829536|0.4375|3.2|23295|0.45|28.0|0.5100235240117046|Caieiras|6596|0.253910149750416|1387403.216|38.0|87145|0.2673130988582248|972.33|15920.629020597855|2009|44446|35127|688.9666647541453|0.4590051064318091|0.4030868093407539|60040.0|350900
7198|165125.46|0.5048700542152766|0.30292203252916594|0.0077672316033119485|0.21748248489273453|1832.31|0.9523809523809523|0.4672131147540984|14.0|350920 Cajamar|1746.26|0.5327868852459017|29125.0|0.5|33.5|0.442732201388781|0.1631118636695509|0.15534463206623894|2565.1353828468455|10.5|19.5|0.582089552238806|0.0654622279527131|10.0|0.38|17170|452.4412408929209|32175|27.127211719199043|10.260512947975084|0.4998213536731238|0.047619047619047616|4.0|18517|0.417910447761194|28.5|0.5001786463268761|Cajamar|4214|0.2667267332577323|4263900.028|32.5|64373|0.28765165519705466|660.5|66237.3981016886|2009|32198|24472|1417.0097711773572|0.5204045174219005|0.38015938359249996|91217.17|350920
7203|7861814.7|1.5232480137995865|1.431980906921241|0.12686127856090026|0.10358816630692216|2013.11|0.5935672514619883|0.45017295338494484|113.5|350950 Campinas|214098.78|0.5498270466150552|360210.0|139.0|1682.5|1.2471650154925913|0.31213350552394165|0.18527222696304138|7175.2508248264785|342.0|1569.0|0.9325408618127786|0.11867188106070632|203.0|2.89|225436|328.75324568648836|529336|195.40176236783384|13.918388953029384|0.483109652865559|0.4064327485380117|4.4|286595|0.06745913818722139|1366.5|0.516890347134441|Campinas|130027|0.20574891506226697|32596447.101999998|1669.0|1095685|0.2615669649579943|15250.17|29749.834215125695|2009|566349|453627|659.3723743594189|1.5355690732281633|0.4140122389190324|722464.42|350950
7215|232081.17|1.0775222918602583|0.7611854722315586|0.03954210245358746|0.3361078708554934|1154.96|0.7714285714285715|0.4617283950617284|34.0|351050 Caraguatatuba|715.39|0.5382716049382716|18885.0|4.0|111.0|0.9242966448526068|0.17299669823444513|0.13345459578085767|2294.2443504221123|17.5|77.0|0.6936936936936937|0.10639791217699045|13.5|0.12|25385|186.68815120899978|50234|7.072006168567983|1.9474485458391824|0.49658949366337807|0.22857142857142856|2.5|25676|0.3063063063063063|93.5|0.5034105063366219|Caraguatatuba|10763|0.2509440676960794|1333401.219|109.0|101158|0.2538207556495779|197.0|13181.371903359102|2009|50924|39334|735.0118626307361|1.097293343087052|0.3888372644773523|74352.33|351050
7216|648528.69|0.1488656965585441|0.09038274433911606|0.0026583160099740016|0.06379958423937604|1076.07|0.9636363636363636|0.4427860696517413|24.0|351060 Carapicuíba|2180.17|0.5572139303482587|38110.0|1.0|58.0|0.11829506244384307|0.07310369027428505|0.07044537426431104|1723.9941995544661|27.5|34.0|0.5862068965517241|0.07545895825912201|26.5|0.24|96659|101.3084231401092|182867|5.795580815465019|1.7899239189957947|0.48611827379591577|0.03636363636363636|2.3|104622|0.41379310344827586|44.5|0.5138817262040842|Carapicuíba|28386|0.256950167208077|2671782.469|56.0|376178|0.2781183375955|673.33|7102.442112510567|2009|193311|146511|369.42729239881123|0.1541823285784921|0.38947253693730094|138970.42|351060
7221|699482.54|2.4804825191258257|2.201972201188891|0.10444136922635056|0.30897238396128707|1225.45|0.7|0.43952802359882004|35.5|351110 Catanduva|2458.4|0.56047197640118|33156.0|12.0|288.5|1.945220501840779|0.3481378974211685|0.24369652819481796|6087.90951896046|40.0|253.0|0.8769497400346621|0.14563478593871032|28.0|0.2|22303|288.5715031724066|55893|21.396555175505018|8.058696049505208|0.4864617875140343|0.3|2.7|28413|0.12305025996533796|223.5|0.5135382124859657|Catanduva|16733|0.19411298815460803|2205337.019|285.0|114897|0.24729105198569154|925.92|19194.034822493188|2009|59004|47448|1052.44479838464|2.510944585150178|0.4129611739209901|120922.75|351110
7240|486025.71|0.38068224229305064|0.21895449229927097|0.02488119230673534|0.18412082306984148|1649.43|0.7058823529411765|0.42696629213483145|37.0|351300 Cotia|262.27|0.5730337078651685|72136.0|5.0|81.0|0.2836455922967829|0.08459605384290016|0.059714861536164815|2418.579831305516|17.0|44.0|0.5432098765432098|0.07670871588166504|12.0|0.58|51906|358.9659376477321|98549|1.3051180612574955|0.4146699509840512|0.4904033241272922|0.29411764705882354|3.6|53509|0.4567901234567901|57.0|0.5095966758727078|Cotia|15415|0.2582966335746809|6574525.235|76.5|200955|0.26627354382822027|83.33|32716.40533950387|2009|102406|80125|685.5635341245553|0.40307531536911245|0.3987211067154338|137767.42|351300
7244|253633.85|2.761622357687364|2.4116471741094725|0.3181592577980834|0.3754279242017384|1559.02|0.38271604938271603|0.45132743362831856|29.5|351340 Cruzeiro|618.06|0.5486725663716814|14863.0|25.0|219.0|2.2716571006783153|0.5154179976328951|0.1972587398348117|3227.838298738817|40.5|189.5|0.865296803652968|0.11808799012433664|15.5|0.1|18046|189.15204194611653|38324|7.865660434987336|2.6556116929890425|0.48772541583414997|0.6172839506172839|3.4|19874|0.13470319634703196|178.5|0.51227458416585|Cruzeiro|9279|0.22966007864896854|1179410.811|217.0|78577|0.2529238835791644|208.67|15009.618730671826|2009|40253|31378|565.1802690354683|2.787075098311211|0.39932804764753044|44410.17|351340
7245|423122.56|1.1235116579881264|0.8996384862856953|0.12437398427912838|0.232164770654373|2602.41|0.5384615384615384|0.47884615384615387|28.0|351350 Cubatão|1336.06|0.5211538461538462|40532.0|15.0|136.5|1.0323040695167656|0.2694769659381115|0.1451029816589831|3508.3625750389706|32.5|108.5|0.7948717948717948|0.07515505290040131|17.5|0.76|30778|336.0750887201088|60267|11.078073695731483|3.0216244900666642|0.49970979403668203|0.46153846153846156|5.6|33256|0.20512820512820512|124.5|0.500290205963318|Cubatão|9064|0.25519883254286757|8588495.316|135.5|120604|0.27574541474577957|364.42|71212.35876090346|2009|60337|47506|1929.5863321282875|1.1318032569400684|0.39390069981095155|232715.83|351350
7248|1381193.87|0.3185849729839943|0.23575288000815578|0.025486797838719544|0.09302681211132634|1734.59|0.8305084745762712|0.4481236203090508|36.5|351380 Diadema|13276.72|0.5518763796909493|104824.0|10.0|129.0|0.25869099806300333|0.1503721072484453|0.12488530940972577|3520.2208940768687|59.0|92.5|0.7170542635658915|0.07271128555408299|49.0|0.84|97821|267.16280966459374|190387|33.83810786012845|4.364180854317464|0.48523549801202975|0.1694915254237288|3.8|109658|0.28294573643410853|101.5|0.5147645019879702|Diadema|28529|0.24931440513813843|9417945.072999999|125.0|392360|0.27948312773983075|1712.33|24003.326213171575|2009|201973|156352|1030.7440870629014|0.32877969211948216|0.3984911815679478|404422.75|351380
7255|268105.51|2.8492939199927347|2.633610316487309|0.1248694546610362|0.21568360350542615|981.52|0.65625|0.4898373983739837|9.5|351440 Dracena|35818.93|0.5101626016260162|8956.0|5.5|125.5|2.7357762339372473|0.36325659537755983|0.23838714071652364|6086.943422785271|16.0|116.0|0.9243027888446215|0.15958316305680426|10.5|0.06|8142|203.3328792625891|21782|813.2164101166962|54.081641919811105|0.4945284475321255|0.34375|2.1|10489|0.07569721115537849|120.5|0.5054715524678745|Dracena|7029|0.18485219997275576|656626.926|125.5|44046|0.23813740180720155|2382.08|14907.753848249557|2009|22264|18386|919.87740089906|2.8492939199927347|0.41742723516323843|40516.92|351440
7263|519194.07|0.1317338646599208|0.04528351597684777|0.004116683270622525|0.09056703195369555|1323.3|0.9523809523809523|0.4434782608695652|22.0|351500 Embu das Artes|3744.53|0.5565217391304348|43011.0|1.0|33.0|0.10497542340087439|0.08645034868307301|0.08233366541245049|2137.3575421754203|21.0|11.0|0.3333333333333333|0.0641502754061108|20.0|0.34|65869|177.0626641527454|118297|15.415044007344164|3.17054595453535|0.48699128086483284|0.047619047619047616|2.9|68501|0.6666666666666666|25.5|0.5130087191351672|Embu das Artes|15583|0.2711618103526351|3791423.1010000003|32.0|242914|0.2819969207209136|770.17|15608.088051738478|2009|124617|92961|1008.6481223807601|0.13585054793054333|0.3826909935203405|245014.75|351500
7275|437516.07|3.455592603819339|3.076689906032131|0.3485904819642316|0.3940588056986966|1119.88|0.17857142857142858|0.492769744160178|26.0|351550 Fernandópolis|574.03|0.5072302558398221|12037.0|23.0|229.0|3.357077902394665|0.4243710215216732|0.07578053955744166|6631.040769930281|28.0|203.0|0.8864628820960698|0.15345559260381933|5.0|0.09|12640|182.43407093058502|32208|8.700060624431647|3.297665959381631|0.48814792361321613|0.8214285714285714|2.4|15776|0.11353711790393013|221.5|0.5118520763867839|Fernandópolis|10125|0.1915732040012125|977428.156|228.0|65980|0.2391027584116399|217.58|14814.006608063048|2009|33772|27439|1288.355107608366|3.4707487117308276|0.41586844498332826|85005.67|351550
7277|360821.63|0.15304831028778967|0.05297826125346566|0.005886473472607295|0.11478623271584226|1178.83|0.9459459459459459|0.4222222222222222|19.5|351570 Ferraz de Vasconcelos|3682.95|0.5777777777777777|17075.0|1.0|28.5|0.11184299597953862|0.10889975924323497|0.10301328577062767|2123.9669533379247|18.5|9.0|0.3157894736842105|0.06621105361988686|17.5|0.15|46770|100.51153454476957|83062|21.679587475939037|7.601909571994514|0.4889422595817072|0.05405405405405406|2.6|47544|0.6842105263157895|19.0|0.5110577404182928|Ferraz de Vasconcelos|11248|0.2753103643138432|1742605.3480000002|26.0|169881|0.2798664947816413|1291.42|10257.800154225606|2009|86819|64319|663.9422301493398|0.16776449396930793|0.37861208728462864|112791.17|351570
7282|1876374.29|1.4069003048799342|1.2770325844294788|0.11286123324861011|0.15615047339876192|1075.15|0.5548780487804879|0.4382716049382716|50.5|351620 Franca|60028.25|0.5617283950617284|72720.0|36.5|463.5|1.0976914466645642|0.2535512637366035|0.14069003048799344|5801.915517955758|82.0|413.0|0.8910463861920173|0.10865290068829891|45.5|0.37|76036|224.85668169421717|158144|185.61266643166795|17.767666648114137|0.488995256736115|0.4451219512195122|2.3|83830|0.10895361380798274|355.0|0.511004743263885|Franca|35139|0.23511004743263886|4162353.4760000003|455.0|323406|0.2592097858419448|5746.17|12870.365658027373|2009|165262|128401|723.3536792762039|1.4331830578282407|0.3970272660371174|233936.92|351620
7283|246118.5|0.23684850657414638|0.11202294229858276|0.012802621976980885|0.1472301527352802|1247.02|0.84|0.4676258992805755|23.0|351630 Francisco Morato|1098.86|0.5323741007194245|8135.0|2.0|40.5|0.2080426071259394|0.08001638735613054|0.06721376537914965|1575.481058520785|12.5|17.5|0.43209876543209874|0.0595449948149381|10.5|0.07|46189|52.07466489136976|77617|7.034144592812607|1.3399864292207044|0.4968505549936627|0.16|2.7|44537|0.5679012345679012|32.5|0.5031494450063373|Francisco Morato|9302|0.29567015324738505|802036.9720000001|37.0|156218|0.2850951874943988|209.33|5134.088082039202|2009|78601|56190|626.3021546812787|0.2592530950338629|0.359689664443278|97839.67|351630
7284|515449.91|0.37729869228273255|0.173557398450057|0.011318960768481977|0.26410908459791277|1443.37|0.9806451612903225|0.44751381215469616|35.0|351640 Franco da Rocha|171.22|0.5524861878453039|15506.0|1.5|58.0|0.3056119407490134|0.5848129730382354|0.5734940122697535|3889.5715396050437|77.5|23.0|0.39655172413793105|0.07273564189826517|76.0|0.13|33670|117.00787045072101|68007|1.2920216418529893|0.45653141766210636|0.5131790433214358|0.01935483870967742|3.1|38741|0.603448275862069|40.5|0.4868209566785642|Franco da Rocha|9639|0.2540729393831921|1411042.322|50.0|132521|0.2923385727545068|60.5|10647.688456923808|2009|64514|50471|1332.8642252925952|0.43766648304796973|0.3808528459640359|176632.5|351640
7305|824102.64|1.4511815511420931|1.2758121794028672|0.11837432592397738|0.20605901179359024|1571.62|0.5178571428571429|0.4860248447204969|23.5|351840 Guaratinguetá|2055.14|0.5139751552795031|25354.0|13.5|169.0|1.3722653338594415|0.24551712043491605|0.12714279451093866|7226.118111271867|28.0|145.5|0.8609467455621301|0.1231268358981104|14.5|0.22|24524|222.31575255381648|55033|18.02043053180762|4.987767986321189|0.48255513174624054|0.48214285714285715|3.4|28659|0.1390532544378698|156.5|0.5174448682537595|Guaratinguetá|14042|0.2150379236266386|2525650.455|165.5|114045|0.25129554123372355|568.83|22146.08667631198|2009|59012|46820|939.7358060414749|1.4818711911964575|0.41053969924152744|107172.17|351840
7308|787177.36|0.6924621516102708|0.565482539456798|0.028782045421453798|0.13205879663961154|1542.8|0.7605633802816901|0.4715762273901809|39.0|351870 Guarujá|0.0|0.5284237726098191|43950.0|8.5|206.0|0.6179674458135668|0.1202073661719541|0.09142532075050029|2665.479356501187|35.5|167.0|0.8106796116504854|0.0873010229477555|27.0|0.35|76042|148.82010544386992|144291|0.0|0.0|0.4885870724596459|0.23943661971830985|3.3|77786|0.18932038834951456|182.5|0.5114129275403542|Guarujá|25782|0.25748756446331644|3936276.1610000003|204.5|295323|0.2633929629592006|0.0|13328.71520673974|2009|151032|115713|414.36891132759723|0.6975413360964097|0.39181844962972745|122372.67|351870
7309|3001894.94|0.4162490705117843|0.3334033817206039|0.034350651450001615|0.08607869128059228|1693.61|0.708904109589041|0.4258639910813824|106.5|351880 Guarulhos|18612.9|0.5741360089186176|301597.0|42.5|519.0|0.3087517377388381|0.11800459086353497|0.08365393941353336|2426.283453493259|146.0|412.5|0.7947976878612717|0.07784504219068249|103.5|2.66|319420|243.76596294979146|603660|15.043888008793768|2.998545148879765|0.4879085706895994|0.2910958904109589|3.7|333313|0.20520231213872833|382.0|0.5120914293104005|Guarulhos|96313|0.2581714137919886|29958605.332|515.0|1237240|0.26940043968833854|3709.92|24214.06140441628|2009|633580|488194|553.8601403123081|0.4194820730011962|0.39458310432899035|685257.92|351880
7314|334586.67|0.34114521414615484|0.17832590739458096|0.005168866881002347|0.1834947742755833|2573.67|0.9655172413793104|0.46122448979591835|35.5|351907 Hortolândia|3451.57|0.5387755102040817|35573.0|1.0|70.0|0.2920409787766326|0.14989713954906805|0.1447282726680657|1729.4339573878615|29.0|34.5|0.4928571428571429|0.07202299111988669|28.0|0.57|48399|183.87210155789649|97800|17.84070586046127|4.798414191640909|0.5055151809620295|0.034482758620689655|5.6|55009|0.5071428571428571|56.5|0.4944848190379705|Hortolândia|13934|0.25016798817363256|6445769.025|66.0|193466|0.2843341982570581|928.33|33317.32203591328|2009|95666|76124|653.20562786226|0.3618206816701643|0.3934748224494226|126373.08|351907
7332|648030.67|1.3096486563054488|1.175453158315896|0.08946366532636842|0.1491061088772807|1717.24|0.6170212765957447|0.4771825396825397|30.0|352050 Indaiatuba|59003.84|0.5228174603174603|56590.0|18.0|266.5|1.1953339728328671|0.23359957057440645|0.14413590524803802|3220.8443878945723|47.0|236.5|0.8874296435272045|0.09929472810501046|29.0|0.59|45033|281.2638233788438|100092|293.261099707255|24.210259494331485|0.49747762165815934|0.3829787234042553|3.7|54236|0.1125703564727955|240.5|0.5025223783418407|Indaiatuba|19978|0.22382318003568608|6640358.842|263.5|201199|0.26956396403560656|4871.08|33003.935615982184|2009|101107|81952|673.3412193897583|1.324559267193177|0.4073181278236969|135475.58|352050
7349|223267.1|0.4959525709725231|0.28503021320259947|0.0|0.2622277961463915|1140.89|1.0|0.4161073825503356|23.0|352210 Itanhaém|457.97|0.5838926174496645|10149.0|0.0|48.0|0.35343746437122336|0.13681450233724776|0.13681450233724776|2545.514764565044|12.0|25.0|0.5208333333333334|0.1375099760574621|12.0|0.07|22700|115.71086535172728|42658|5.22141146961578|1.8460836848705962|0.4863527533918595|0.0|2.5|20008|0.4791666666666667|31.0|0.5136472466081404|Itanhaém|12061|0.2588074335879603|774013.441|43.5|87710|0.22811538023030442|161.92|8824.688644396305|2009|45052|32941|909.3385018811995|0.547258009348991|0.3755672101242732|79758.08|352210
7351|424392.33|0.24659472157509132|0.12978669556583755|0.016223336945729694|0.12329736078754566|1922.06|0.868421052631579|0.45714285714285713|19.0|352220 Itapecerica da Serra|661.36|0.5428571428571428|21599.0|2.5|39.0|0.20765871290534008|0.12329736078754566|0.10707402384181597|2754.0239067093235|19.0|20.0|0.5128205128205128|0.06641834145581736|16.5|0.19|41827|140.16314187632625|77005|4.291786448971116|1.5428393435388938|0.499711224602366|0.13157894736842105|4.2|43484|0.48717948717948717|32.0|0.500288775397634|Itapecerica da Serra|10235|0.27142940577161434|2088163.832|38.0|154099|0.282182233499244|237.75|13550.794177768836|2009|77094|58553|1115.415544552528|0.2530840563533832|0.3799700192733243|171884.42|352220
