|Atendimentos_valor_medio|Estabelecimentos_Atend_1000|Estabelecimentos_Privados_1000|Profissionais_Privados_1000|Estabelecimentos_Publicos_1000|Renda média (R$)|Profissionais_Publicos_Prop|Estabelecimentos_Psi_Prop|Estabelecimentos_Publicos|Município|Psi_valor_medio|Estabelecimentos_Atend_Prop|Assalariados|Profissionais_Privados|Estabelecimentos_Total|Estabelecimentos_Psi_1000|Profissionais_Total_1000|Profissionais_Publicos_1000|Atendimentos_valor_medio_1000|Profissionais_Total|Estabelecimentos_Privados|Estabelecimentos_Privados_Prop|60+ anos_1000|Profissionais_Publicos|Contribuição para o PIB estadual %|0 a 14 anos|Assalariados_1000|Masculino|Psi_valor_medio_1000|Psi_qtd_media_1000|Masculino_1000|Profissionais_Privados_Prop|Renda média em Salários mínimos|15 a 29 anos|Estabelecimentos_Publicos_Prop|Estabelecimentos_Psi|Feminino_1000|Cidades|60+ anos|0 a 14 anos_1000|PIB (mil R$)|Estabelecimentos_Atend|Pop_Total|15 a 29 anos_1000|Psi_qtd_media|PIB (mil R$)_1000|data_ref|Feminino|30 a 59 anos|Atendimentos_qtd_media_1000|Estabelecimentos_Total_1000|30 a 59 anos_1000|Atendimentos_qtd_media|Code
6149|256197.57|2.380217745845638|2.0716710010137964|0.2277368830901691|0.3673175533712405|1449.42|0.43636363636363634|0.42451154529307283|25.0|353050 Mococa|14127.92|0.5754884547069272|16282.0|15.5|166.0|1.7557779051145297|0.40404930870836453|0.17631242561819543|3764.234583682285|27.5|141.0|0.8493975903614458|0.1409470915796124|12.0|0.08|13983|239.22657615962152|33955|207.57732034498463|20.451065955539885|0.4988907009888189|0.5636363636363636|2.7|16679|0.15060240963855423|119.5|0.5011092990111812|Mococa|9593|0.20544805395160223|1207460.7820000001|162.0|68061|0.24505957890715682|1391.92|17740.861609438594|2011|34106|27806|886.033558131676|2.438988554385037|0.40854527556162856|60304.33|353050
6150|2194913.27|0.7457056782819735|0.6191466446966801|0.05955719227543216|0.14020755681507988|1648.31|0.5789473684210527|0.4142300194931774|56.5|353060 Mogi das Cruzes|2454.8|0.5857699805068226|93699.0|24.0|306.0|0.527329306605389|0.14144833165415138|0.08189113937871922|5446.786318720315|57.0|249.5|0.815359477124183|0.1048429923518639|33.0|0.71|97610|232.5187232923216|196430|6.091708149905453|2.1281273729818797|0.4874508032776308|0.42105263157894735|3.0|101817|0.184640522875817|212.5|0.5125491967223692|Mogi das Cruzes|42249|0.2422240640835389|10166359.383|300.5|402974|0.2526639435794865|857.58|25228.325854769784|2011|206544|161298|615.7512643495611|0.75935420151176|0.40026899998511073|248131.75|353060
6151|576123.12|1.9160866747442868|1.7470202034433204|0.10214432641100059|0.1796331257572769|1735.67|0.5735294117647058|0.4624505928853755|25.5|353070 Mogi Guaçu|34466.06|0.5375494071146245|38761.0|14.5|273.5|1.6483980951844235|0.23951083434303586|0.13736650793203528|4058.4626222209695|34.0|248.0|0.906764168190128|0.12041054974780918|19.5|0.28|29782|273.0493955873651|70454|242.79396432697453|16.01376482853842|0.49630871537659554|0.4264705882352941|3.2|36190|0.09323583180987204|234.0|0.5036912846234044|Mogi Guaçu|17093|0.209797402011891|4005207.938|272.0|141956|0.25493814984924906|2273.25|28214.43220434501|2011|71502|58891|710.1607540364621|1.9266533292005974|0.41485389839105075|100811.58|353070
6152|480416.47|1.9229259869711954|1.681859463823203|0.08969917140390415|0.26349131599896847|1629.13|0.75|0.4795144157814871|23.5|353080 Mogi Mirim|44058.49|0.5204855842185129|28517.0|8.0|173.5|1.771558635227107|0.3587966856156166|0.26909751421171246|5386.619910973572|32.0|150.0|0.8645533141210374|0.1337302521667956|24.0|0.21|17865|319.74390886564186|43929|494.00125578839965|46.0137688228105|0.4925493625752632|0.25|3.0|21826|0.13544668587896252|158.0|0.5074506374247368|Mogi Mirim|11927|0.20030946214134346|3058221.535|171.5|89187|0.24472176438270152|4103.83|34289.99220738449|2011|45258|37569|1094.090730711875|1.9453507798221714|0.4212385213091594|97578.67|353080
6157|82226.07|3.4603154810150256|3.148575347590249|0.436436186794688|0.35330548454808075|1509.86|0.3225806451612903|0.4876923076923077|17.0|353130 Monte Alto|3347.94|0.5123076923076924|13532.0|21.0|168.5|3.294054076521811|0.644262942411206|0.20782675561651806|1708.877735519671|31.0|151.5|0.8991097922848664|0.1484298688613172|10.0|0.08|9092|281.23116570027224|23706|69.57915081987655|18.912234761103146|0.49267410686451774|0.6774193548387096|2.8|11632|0.10089020771513353|158.5|0.5073258931354823|Monte Alto|7142|0.18895608620653823|1114110.6709999999|166.5|48117|0.2417440821331338|910.0|23154.200615167196|2011|24411|20251|2283.0583785356525|3.5018808321383292|0.42086996279901073|109853.92|353130
6194|2356012.97|0.9216610038880522|0.8282543463285346|0.12332597755905053|0.10216353170572233|1933.65|0.3524904214559387|0.4232876712328767|70.0|353440 Osasco|10438.4|0.5767123287671233|173750.0|84.5|637.5|0.6764685277943185|0.19046201267995377|0.06713603512090324|3438.551510852686|130.5|567.5|0.8901960784313725|0.10031291230282438|46.0|3.31|155829|253.58448048384648|329541|15.234625847957313|3.4472894555559446|0.48095817716907774|0.6475095785440613|3.6|178334|0.10980392156862745|463.5|0.5190418228309223|Osasco|68732|0.2274291568881572|47614554.451000005|631.5|685176|0.2602747323315469|2362.0|69492.44347583687|2011|355635|282281|918.3674413581327|0.9304178780342569|0.4119831984774715|629243.33|353440
6197|553817.34|2.7037937606203704|2.487865786681938|0.2300102331083301|0.25348066505815975|1292.68|0.46153846153846156|0.47873303167420816|27.0|353470 Ourinhos|72580.28|0.5212669683257919|24120.0|24.5|292.0|2.483171700291972|0.42716186148689883|0.19715162837856867|5199.332876442258|45.5|265.0|0.9075342465753424|0.13482354929260118|21.0|0.14|23139|226.44272745195605|51718|681.3962090558314|60.90342386661284|0.485537519832515|0.5384615384615384|2.4|25767|0.09246575342465753|264.5|0.514462480167485|Ourinhos|14361|0.2172329299548429|1997483.523|288.0|106517|0.24190504802050378|6487.25|18752.72043899096|2011|54799|43250|1119.1961846465824|2.741346451740098|0.4060384727320522|119213.42|353470
6217|212619.09|1.321003963011889|1.1027511343403595|0.14358738728390097|0.24122681063695364|3067.9|0.5614035087719298|0.46261682242990654|21.0|353650 Paulínia|2824.75|0.5373831775700935|43293.0|12.5|117.0|1.137212107288496|0.3273792430072942|0.18379185572339327|2442.3535695824476|28.5|96.0|0.8205128205128205|0.086255815289185|16.0|0.68|20158|497.306300614554|43124|32.44787777841594|8.344379989661707|0.4953649991384757|0.43859649122807015|5.6|22451|0.1794871794871795|99.0|0.5046350008615244|Paulínia|7509|0.23155476422951007|9804973.478|115.0|87055|0.25789443455286887|726.42|112629.64192751709|2011|43931|36937|872.3412785020963|1.343977944977313|0.42429498592843606|75941.67|353650
6227|259182.24|2.0789504199314193|1.7973396060761673|0.09939205194891249|0.31474149783822286|1264.89|0.6571428571428571|0.48879837067209775|19.0|353730 Penápolis|64501.68|0.5112016293279023|12688.0|6.0|127.5|1.9878410389782497|0.28989348485099475|0.19050143290208227|4293.44244371925|17.5|108.5|0.8509803921568627|0.15317971739526562|11.5|0.07|12150|210.18105918796692|29532|1068.492388225355|71.64510411317441|0.48920767969254725|0.34285714285714286|2.3|14151|0.14901960784313725|120.0|0.5107923203074527|Penápolis|9247|0.20126890519654778|1004344.74|125.5|60367|0.2344161545215101|4325.0|16637.3140954495|2011|30835|24819|1167.4176288369474|2.1120811039143903|0.4111352228866765|70473.5|353730
6234|459713.3|1.4998886545540289|1.3164961553072478|0.08842138356541218|0.19649196347869372|2221.92|0.4|0.4771689497716895|30.0|353800 Pindamonhangaba|1820.24|0.5228310502283106|29764.0|13.5|231.0|1.3688940122348996|0.1473689726090203|0.05894758904360812|3010.9989651423252|22.5|201.0|0.8701298701298701|0.10544413733478301|9.0|0.31|35799|194.94622669932798|75110|11.922084386748582|1.7351550321591849|0.49195037922948953|0.6|4.1|39308|0.12987012987012986|209.0|0.5080496207705105|Pindamonhangaba|16099|0.2344738600191252|4514386.203|229.0|152678|0.2574568700140164|264.92|29568.020297619823|2011|77568|61472|578.3909928083941|1.5129881187859415|0.40262513263207533|88307.58|353800
6240|1942230.03|2.0123978555633917|1.7896818873587477|0.17499111787507757|0.2306701099262386|2021.92|0.34328358208955223|0.44191176470588234|87.0|353870 Piracicaba|5337.8|0.5580882352941177|127192.0|66.0|762.0|1.5934797248927517|0.2664637476734136|0.091472629798336|5149.59097151887|100.5|675.0|0.8858267716535433|0.12750224041658492|34.5|1.03|78777|337.2343979510131|184669|14.152539227175591|3.2483919376819514|0.48962779919504085|0.6567164179104478|3.7|95342|0.1141732283464567|601.0|0.5103722008049592|Piracicaba|48089|0.20886780746734826|14732110.621|759.0|377162|0.2527879266734189|1225.17|39060.43191254686|2011|192493|154954|605.9451906607771|2.0203519972849864|0.410842025442648|228539.5|353870
6246|206837.57|2.446204237323272|2.093784982793648|0.11056290338184281|0.38005998037508465|1748.85|0.6097560975609756|0.487698986975398|27.5|353930 Pirassununga|80954.93|0.5123010130246021|22241.0|8.0|179.0|2.3287311524800645|0.2833174399159722|0.1727545365341294|2858.5702834556437|20.5|151.5|0.8463687150837989|0.1459430324640325|12.5|0.12|14832|307.3786917644457|35443|1118.826512984231|73.63378802327348|0.48983512307033183|0.3902439024390244|3.2|17515|0.15363128491620112|168.5|0.5101648769296682|Pirassununga|10560|0.20498362286993657|1731548.112|177.0|72357|0.2420636565916221|5327.92|23930.62332600854|2011|36914|29450|958.5689014193513|2.473844963168733|0.40700968807440885|69359.17|353930
6251|300685.18|0.3738590460211367|0.182370266351774|0.0182370266351774|0.2370813462573062|1378.77|0.8095238095238095|0.4533333333333333|26.0|353980 Poá|2008.82|0.5466666666666666|34486.0|2.0|46.0|0.3100294527980158|0.09574438983468135|0.07750736319950395|2741.8018182315554|10.5|20.0|0.43478260869565216|0.08971705253175523|8.5|0.29|26786|314.4610502703639|53096|18.317451922638533|5.242415676548095|0.48415658311068965|0.19047619047619047|2.5|28984|0.5652173913043478|34.0|0.5158434168893103|Poá|9839|0.24424849772493093|4235312.158|41.0|109667|0.2642909899969909|574.92|38619.75031686833|2011|56571|44058|1140.710788113106|0.4194516126090802|0.401743459746323|125098.33|353980
6266|813489.8|0.47817660170979953|0.34908710086799055|0.05999934546168587|0.1327258248091839|1322.12|0.5416666666666666|0.4621676891615542|36.5|354100 Praia Grande|10860.02|0.5378323108384458|41476.0|16.5|132.5|0.41090460831336384|0.13090766282549646|0.07090831736381058|2958.112456955015|36.0|96.0|0.7245283018867924|0.12627498609106083|19.5|0.26|66089|150.8201728708414|132235|39.490551012170776|3.3117820532866915|0.4808492998258201|0.4583333333333333|2.4|66049|0.27547169811320754|113.0|0.51915070017418|Praia Grande|34726|0.24032101467983985|3700063.6560000004|131.5|275003|0.24017556172114485|910.75|13454.630153125605|2011|142768|108139|882.1582673643561|0.48181292567717443|0.39322843750795444|242596.17|354100
6271|2108789.66|2.8352172657043546|2.630205663911435|0.23296772931013596|0.22364902013773053|1465.92|0.5169082125603864|0.47132927888792353|48.0|354140 Presidente Prudente|95277.7|0.5286707211120765|62579.0|50.0|612.5|2.527699863014975|0.4822431996719815|0.24927547036184547|9825.598773657874|103.5|564.5|0.9216326530612244|0.1384620402381862|53.5|0.35|43324|291.57775064998|103391|443.9325884578468|35.688699201386626|0.48173533002208535|0.4830917874396135|2.7|51321|0.0783673469387755|542.5|0.5182646699779146|Presidente Prudente|29717|0.2018618780926466|5021635.524|608.5|214622|0.23912273671850975|7659.58|23397.580508987896|2011|111231|90260|962.3438883245894|2.853854684049166|0.42055334495065744|206540.17|354140
6293|523475.24|0.8179661336325406|0.6723595967555437|0.13704144647246752|0.15417162728152597|1639.48|0.6144578313253012|0.43823529411764706|18.0|354330 Ribeirão Pires|122285.41|0.5617647058823529|22149.0|16.0|96.5|0.6380992351374268|0.3554512517879626|0.21840980531549511|4483.61275513263|41.5|78.5|0.8134715025906736|0.11331614605192158|25.5|0.14|24697|189.70818736991768|57163|1047.3855918049214|72.75547523404109|0.4896062627941038|0.3855421686746988|3.0|29362|0.18652849740932642|74.5|0.5103937372058962|Ribeirão Pires|13230|0.21153203772065815|2025926.7769999998|95.5|116753|0.251488184457787|8494.42|17352.24599796151|2011|59590|49464|1220.4797307135577|0.8265312240370697|0.42366363176963334|142494.67|354330
6294|6394581.32|2.4249666686265567|2.233480113207487|0.2510778071055019|0.19943205564392716|1715.56|0.45233968804159447|0.4508816120906801|125.5|354340 Ribeirão Preto|150309.49|0.5491183879093199|212678.0|158.0|1531.0|1.9911423563493285|0.4584553629742868|0.20737755586878484|10161.629463186115|288.5|1405.5|0.9180274330502939|0.12833095233176595|130.5|1.4|125624|337.9666193644553|302489|238.8568173186479|17.12983106277422|0.4806852835033935|0.5476603119584056|3.2|164314|0.08197256694970607|1253.0|0.5193147164966064|Ribeirão Preto|80757|0.19962910404950365|20127798.686|1526.0|629287|0.26111138478945217|10779.58|31985.085797100528|2011|326798|258592|862.9172062985568|2.4329121688514146|0.4109285588292782|543022.58|354340
6298|742451.2|1.681535802699799|1.5232430805320711|0.12196324494890519|0.1998121247035255|1691.32|0.5727272727272728|0.44377682403433477|38.5|354390 Rio Claro|3315.9|0.5562231759656653|62227.0|23.5|332.0|1.3415956944379572|0.28544589243360785|0.16348264748470268|3853.266279498238|55.0|293.5|0.8840361445783133|0.13533768249074896|31.5|0.45|38792|322.9534826993839|93942|17.20927335855637|3.9823853934741877|0.4875519641272362|0.42727272727272725|3.1|47945|0.11596385542168675|258.5|0.5124480358727638|Rio Claro|26077|0.20132758289608213|6513401.495|324.0|192681|0.24883096932235146|767.33|33804.06731852129|2011|98739|79867|669.2045401466673|1.7230552052355965|0.41450376529081745|128943.0|354390
6314|215408.18|1.0333696079596895|0.8824793554700002|0.082303774085285|0.16917998006419693|1625.17|0.5714285714285714|0.4669811320754717|18.5|354520 Salto|2878.96|0.5330188679245284|29986.0|9.0|115.0|0.9053415149381351|0.19204213953233168|0.10973836544704665|1969.8784647602674|21.0|96.5|0.8391304347826087|0.10895190716134283|12.0|0.27|23754|274.2178855245951|54047|26.32769704895246|8.076469350989017|0.49425245310971094|0.42857142857142855|3.0|28557|0.1608695652173913|99.0|0.5057475468902891|Salto|11914|0.21722709440242888|3917571.997|113.0|109351|0.2611498751726093|883.17|35825.6622893252|2011|55304|45126|745.7651964773985|1.0516593355341972|0.412671123263619|81550.17|354520
6320|758851.69|1.0914029783174608|0.9836100915700573|0.03503268819290615|0.12665664192819914|1529.0|0.6176470588235294|0.47876447876447875|23.5|354580 Santa Bárbara d'Oeste|112612.97|0.5212355212355212|45114.0|6.5|206.0|1.002473846750853|0.09162395373529302|0.05659126554238686|4089.9407139122886|17.0|182.5|0.8859223300970874|0.11146862418549|10.5|0.28|37028|243.14841463611816|92024|606.9438560749376|40.89435758134321|0.4959766305021532|0.38235294117647056|2.8|48464|0.11407766990291263|186.0|0.5040233694978469|Santa Bárbara d'Oeste|20682|0.1995677505241429|4080650.7830000003|202.5|185541|0.26120372316630824|7587.58|21993.25638538113|2011|93517|79367|999.9483672072481|1.1102667334982563|0.42775990212405884|185531.42|354580
6339|690346.94|0.26156327651597716|0.11770347443218972|0.0|0.16129735385151925|1881.61|1.0|0.45454545454545453|18.5|354730 Santana de Parnaíba|3203.3|0.5454545454545454|66544.0|0.0|32.0|0.21796939709664762|0.2484851126901783|0.2484851126901783|6018.980251972623|28.5|13.5|0.421875|0.08120667858232704|28.5|0.4|28774|580.1822224159729|56605|27.928854788787657|8.45573041544967|0.49352630890622956|0.0|3.5|30047|0.578125|25.0|0.5064736910937704|Santana de Parnaíba|9314|0.25087405728235757|5734691.624|30.0|114695|0.2619730589825189|969.83|49999.491032739|2011|58090|46560|1420.9061423776102|0.279000828283709|0.40594620515279656|162970.83|354730
6341|1873553.05|1.0599412579980325|0.9730490545984647|0.14218724192656532|0.09694584676811271|1812.48|0.4830287206266319|0.4207221350078493|67.5|354780 Santo André|13440.58|0.5792778649921507|194703.0|99.0|745.0|0.7698218350771617|0.2750389578680531|0.1328517159414878|2690.8620281071144|191.5|677.5|0.9093959731543624|0.13798194652897963|92.5|1.51|135978|279.6392178265459|334323|19.303828283771267|3.6764019446618743|0.48016631598601106|0.5169712793733682|3.3|167836|0.09060402684563758|536.0|0.5198336840139889|Santo André|96072|0.19529633113828787|21740848.941|738.0|696265|0.2410518983433032|2559.75|31224.963111746245|2011|361942|296379|512.0234393513964|1.0699949013665775|0.4256698239894293|356504.0|354780
6349|2689381.25|2.9791921323300445|2.8176836664977993|0.2846731951719426|0.17893743696522105|2073.7|0.43935926773455375|0.46980976013234077|77.0|354850 Santos|24835.94|0.5301902398676592|180727.0|122.5|1289.5|2.639908160941443|0.5077640256740364|0.2230908305020938|6249.753089575616|218.5|1212.5|0.9402869329197363|0.19397515325875284|96.0|1.08|74327|419.98475545991573|197203|57.71531750937679|6.255257739625115|0.45827271924483753|0.5606407322654462|3.8|91286|0.059713067080263665|1136.0|0.5417272807551624|Santos|83471|0.1727257516534284|15447745.791|1282.0|430318|0.2121361411793139|2691.75|35898.44206145223|2011|233115|181234|1007.7988836163023|2.9966211034630206|0.4211629539085049|433674.0|354850
6351|2990014.73|0.9072918444895456|0.8257304173542485|0.20358743827570291|0.09167757313657429|2719.04|0.3935969868173258|0.39807046979865773|72.5|354870 São Bernardo do Campo|23011.98|0.6019295302013423|292385.0|161.0|725.5|0.6000139097007517|0.33572959541738584|0.13214215714168293|3780.928194331165|265.5|653.0|0.9000689179875948|0.1052736733622908|104.5|3.24|168203|369.726168572928|382290|29.099068682308758|3.6256899527702435|0.48341268185353087|0.6064030131826742|5.0|201719|0.09993108201240523|474.5|0.5165873181464692|São Bernardo do Campo|83252|0.21269576323160283|46490389.442|717.5|790815|0.2550773569039535|2867.25|58787.9459064383|2011|408525|337641|694.681120110266|0.9174079904908228|0.42695320650215285|549364.25|354870
6352|1021461.06|3.5405933904592377|3.3197123349076523|0.3573075898628589|0.2338740588193258|2318.81|0.47115384615384615|0.4076086956521739|36.0|354880 São Caetano do Sul|7764.67|0.592391304347826|117133.0|55.0|547.0|2.43618811270131|0.6756361699224968|0.3183285800596379|6635.9234452247465|104.0|511.0|0.9341864716636198|0.19364122420076788|49.0|0.92|24242|760.9547258801136|71056|50.44319134146262|10.92711574816961|0.46161542009627815|0.5288461538461539|4.3|32725|0.06581352833638025|375.0|0.5383845799037218|São Caetano do Sul|29807|0.15748819260828045|13279744.94|545.0|153929|0.21259801596840103|1682.0|86271.88470008901|2011|82873|67155|1652.2931351467234|3.5535863937269783|0.43627256722255064|254335.83|354880
6353|1048859.56|1.5307052968916912|1.3635218814864993|0.07599246154781446|0.17586826815351345|1900.74|0.631578947368421|0.47032306536438767|40.5|354890 São Carlos|15650.23|0.5296769346356123|73820.0|17.5|354.5|1.3591794551123386|0.20626525277263924|0.13027279122482477|4554.59541613472|47.5|314.0|0.8857545839210155|0.13169276464917537|30.0|0.52|45961|320.55791494055217|113082|67.95997151368297|5.94152488644555|0.49105025924285456|0.3684210526315789|3.5|57301|0.11424541607898449|313.0|0.5089497407571455|São Carlos|30327|0.19958225858280573|7464659.776000001|352.5|230286|0.2488253736657895|1368.25|32414.735485439847|2011|117204|96697|655.7802037466455|1.5393901496400129|0.4198996031022294|151017.0|354890
6355|904930.94|4.365598619683407|4.0934724457774125|0.3995043829683754|0.3473951156246743|1513.46|0.33653846153846156|0.48214285714285715|30.0|354910 São João da Boa Vista|1338.71|0.5178571428571429|20800.0|34.5|383.5|4.06452285280869|0.6021515337494355|0.20264715078106002|10478.952951121506|52.0|353.5|0.9217731421121251|0.15027154718204663|17.5|0.14|16606|240.8606134997742|41883|15.502043841263593|5.624905913822852|0.48499832092360784|0.6634615384615384|2.8|20099|0.07822685788787484|351.0|0.5150016790763922|São João da Boa Vista|12977|0.19229477633544473|1953123.218|377.0|86357|0.2327431476313443|485.75|22616.848871544866|2011|44474|36675|1194.352166008546|4.4408675614020865|0.4246905288511644|103140.67|354910
6362|200684.01|2.293964532499391|2.02243403681579|0.10299432594895226|0.2902567367652291|1337.69|0.6206896551724138|0.4166666666666667|15.5|354970 São José do Rio Pardo|169.56|0.5833333333333334|12780.0|5.5|123.5|1.6385460946424224|0.27153049568360144|0.16853616973464916|3758.0571524877814|14.5|108.0|0.8744939271255061|0.14934177262598078|9.0|0.09|10405|239.3213610232018|26301|3.1752214378007904|1.1220763656111308|0.49251886668788974|0.3793103448275862|2.5|13377|0.12550607287449392|87.5|0.5074811333121103|São José do Rio Pardo|7975|0.19484653845433605|1266077.695|122.5|53401|0.25050092694893356|59.92|23708.876144641486|2011|27100|21644|1253.1445104024267|2.312690773581019|0.4053107619707496|66919.17|354970
6363|4935850.76|1.6785896539341134|1.542743200589692|0.17246593207204824|0.15947192349127748|1589.44|0.6178010471204188|0.3650580875781948|67.5|354980 São José do Rio Preto|29964.71|0.6349419124218052|129707.0|73.0|720.5|0.9651004554990644|0.45124647980494814|0.2787805477328999|11661.179477971611|191.0|653.0|0.9063150589868147|0.14061643576707175|118.0|0.78|78762|306.4388856338241|203453|70.7930361564195|8.2315154321571|0.4806672777788278|0.38219895287958117|2.9|102484|0.0936849410131853|408.5|0.5193327222211722|São José do Rio Preto|59519|0.1860789279706666|11200538.239|710.5|423272|0.24212326825303823|3484.17|26461.79817942127|2011|219819|182507|1203.0528360014366|1.7022151240809693|0.4311813680092234|509218.58|354980
6364|3267301.16|1.992832527183672|1.8805064606591324|0.4034568920065103|0.1169108039337047|2451.98|0.175|0.4703493095044679|76.5|354990 São José dos Campos|4044.15|0.529650690495532|207558.0|264.0|1307.0|1.7697086399376476|0.48903865697758825|0.08558176497107794|4993.239285086614|320.0|1230.5|0.941469013006886|0.10227785036945343|56.0|1.78|145659|317.1996423904821|320863|6.18045526442473|2.0464433899548404|0.4903575331056247|0.825|4.5|170292|0.058530986993114|1158.0|0.5096424668943753|São José dos Campos|66925|0.2226027554271829|25518740.356|1304.0|654345|0.2602480342938358|1339.08|38998.90784830632|2011|333482|271469|573.8461056476324|1.9974172645928372|0.41487135990952784|375493.33|354990
6369|54253087.23|1.1460773449845172|1.0661084510765544|0.10019783908381988|0.08629581931402872|2489.34|0.5975799481417459|0.45847230130968847|1002.5|355030 São Paulo|314972.52|0.5415276986903116|5098791.0|1164.0|13387.5|0.9703007234989842|0.24898818689858163|0.14879034781476175|4670.139264666652|2892.5|12385.0|0.9251167133520075|0.12118196951936973|1728.5|34.94|2476380|438.90707915810054|5509031|27.113029102049175|3.232040548791484|0.4742207917919032|0.4024200518582541|4.6|2923784|0.07488328664799253|11272.0|0.5257792082080968|São Paulo|1407773|0.2131683202322937|501964421.296|13314.0|11617017|0.2516811329448859|37546.67|43209.4074835218|2011|6107986|4809080|754.3826078587988|1.152404270390583|0.4139685773034506|8763675.58|355030
6372|113474.92|2.4281914244576224|2.2695658540156676|0.20743343827024918|0.17082753739902873|1339.82|0.19047619047619047|0.47424042272126815|14.0|355060 São Roque|892.74|0.5257595772787318|18376.0|17.0|200.0|2.1902530687946897|0.2562413060985431|0.048807867828293924|1384.6172242965567|21.0|186.0|0.93|0.12835249042145594|4.0|0.11|17496|224.22334480318227|40321|10.89318398125778|4.000170827537398|0.4919955096761598|0.8095238095238095|2.5|19821|0.07|179.5|0.5080044903238402|São Roque|10519|0.2134856138809576|1621334.449|199.0|81954|0.24185518705615344|327.83|19783.46937306294|2011|41633|34118|554.6333308929399|2.440393391414696|0.416306708641433|45454.42|355060
6373|458423.62|1.7273280111791116|1.455613492566667|0.012938786600592595|0.30406148511392606|2005.13|0.9534883720930233|0.4875239923224568|23.5|355070 São Sebastião|2649.56|0.5124760076775432|17999.0|1.0|136.0|1.6432258982752599|0.27818391191274083|0.2652451253121482|5931.445391851153|21.5|112.5|0.8272058823529411|0.08414092926365366|20.5|0.3|19338|232.88522002406614|38563|34.28209142546612|9.55852860118778|0.4989584276786523|0.046511627906976744|3.7|20445|0.17279411764705882|127.0|0.5010415723213477|São Sebastião|6503|0.25021025528225965|4239894.325|133.5|77287|0.26453349204911564|738.75|54859.08788023859|2011|38724|31001|1334.579812905146|1.759674977680593|0.4011153234049711|103145.67|355070
6376|1481267.78|0.6955377904015785|0.5223808927911436|0.043652999397588606|0.18334259746987216|1414.85|0.696969696969697|0.4617117117117117|63.0|355100 São Vicente|52789.96|0.5382882882882883|41621.0|15.0|242.5|0.5965909917670443|0.1440548980120424|0.1004018986144538|4310.785433867161|49.5|179.5|0.7402061855670103|0.11390813662806772|34.5|0.25|79633|121.12543252846903|165183|153.62933947191513|13.599131596331985|0.48071555996612525|0.30303030303030304|2.6|86523|0.2597938144329897|205.0|0.5192844400338748|São Vicente|39141|0.23174795340187823|3609865.042|239.0|343619|0.2517992311251706|4672.92|10505.429100253477|2011|178436|138322|956.6137786327298|0.7057234902610158|0.40254467884488343|328710.67|355100
6383|467304.13|1.7847144456886899|1.6491111422172453|0.2362122060470325|0.1531005039193729|1929.21|0.2602739726027397|0.4501347708894879|17.5|355170 Sertãozinho|1278.35|0.5498652291105122|44526.0|27.0|206.0|1.4610162374020157|0.3193239081746921|0.08311170212765957|4088.25701637738|36.5|188.5|0.9150485436893204|0.10381963885778275|9.5|0.27|25170|389.5401735722284|56840|11.18377309630459|3.7043323068309073|0.49727043673012317|0.7397260273972602|3.5|30710|0.08495145631067962|167.0|0.5027295632698768|Sertãozinho|11867|0.22020226763717804|3893518.48|204.0|114304|0.26866951287793955|423.42|34062.83664613662|2011|57464|46557|857.8090005599104|1.8022116461366182|0.4073085806270997|98051.0|355170
6388|5577157.8|0.9964485132758737|0.8997536739941688|0.09587539149118192|0.10325042160588822|1974.35|0.5375494071146245|0.45323741007194246|63.0|355220 Sorocaba|2395.48|0.5467625899280576|185145.0|58.5|612.0|0.8260033728471058|0.20732029100229937|0.11144489951111744|9140.379273215367|126.5|549.0|0.8970588235294118|0.112036540815875|68.0|1.6|131038|303.43332235273294|298885|3.9259415864837006|1.2756015975954125|0.48984130574088736|0.4624505928853755|3.6|158175|0.10294117647058823|504.0|0.5101586942591126|Sorocaba|68361|0.2147575991490854|22985028.436|608.0|610167|0.2592323085319265|778.33|37670.06153397349|2011|311282|252593|809.8565638587469|1.003004095600057|0.4139735515031131|494147.75|355220
6390|716989.22|0.62865379995195|0.5005205413630175|0.030031232481781054|0.1401457515816449|2438.0|0.7457627118644068|0.4766666666666667|35.0|355240 Sumaré|7786.07|0.5233333333333333|50134.0|7.5|160.0|0.572595499319292|0.11812284776167213|0.0880916152798911|2870.942660366781|29.5|125.0|0.78125|0.08656202450548571|22.0|0.66|58600|200.74477456554817|124164|31.1767037719228|2.4438616160807243|0.4971730599823817|0.2542372881355932|4.5|67919|0.21875|143.0|0.5028269400176183|Sumaré|21618|0.23464402979098262|9507708.77|157.0|249740|0.2719588371906783|610.33|38070.42832545847|2011|125576|101603|437.31248498438373|0.6406662929446625|0.40683510851285337|109214.42|355240
6392|1255357.79|0.5655568531535303|0.45905588729994345|0.03856069453319525|0.11751830714878553|1811.56|0.676923076923077|0.41776937618147447|32.0|355250 Suzano|1932.34|0.5822306238185255|49969.0|10.5|157.0|0.40580540437315|0.1193545306979853|0.08079383616479005|4610.235073338768|32.5|125.0|0.7961783439490446|0.08979867645006574|22.0|0.5|68627|183.508509059927|133613|7.096416426121381|2.2527524991002505|0.49068667415845874|0.3230769230769231|3.3|71389|0.20382165605095542|110.5|0.5093133258415412|Suzano|24452|0.25202902702186575|7219540.079|154.0|272298|0.2621723259076453|613.42|26513.37901490279|2011|138685|107830|803.570610140361|0.5765741944487289|0.3959999706204232|218810.67|355250
